hip4,ankle4,hip1,ankle1,hip2,ankle2,hip3,ankle3
1.4790633828603714,1.4520568577238224,1.2603519082071517,1.109135857540214,1.4834204761372298,1.4831551233534572,1.4343697320451865,1.2590828923761648
1.3896995662403409,1.4935638652357999,1.3648793064875462,1.1671576389496767,1.4901360532916426,1.3574115434195595,1.3037996078640806,1.4011675949989417
1.4597849440344004,1.4858762794020637,1.224549222239511,1.3200357065589519,1.4515297763815802,0.8515837397241315,1.3065420041243243,1.4637975103079308
1.4050562704237182,1.4744486096486384,1.3365205466995613,1.2125729416803444,1.4738805108875148,1.147825786883169,1.3336844107970813,1.4625322315876848
1.3970505494218566,1.4904857990496225,1.4285445170770328,1.1103185676072198,1.4730358038101259,1.0386512735156952,1.3296458663028157,1.4345739282672207
1.423403431450765,1.493160212811611,0.729347983088034,1.1542771992142409,1.4882874889562783,1.3528912464352105,1.3940607015954705,1.419672086741174
1.3884344747271107,1.471952014712341,1.4691140697597667,0.7495985602680189,1.4770758007103737,1.3180529024377745,1.217696695135762,1.4291104035496334
1.47037804858367,1.4483797489475134,0.8061613833785797,1.3733038737905243,1.4794658628552373,1.498568632629996,1.424333715964358,1.3178161976785052
1.463273702928369,1.49667127400927,0.9247492297585801,1.016104306234553,1.4361856818487695,1.2587701458883347,1.2917570711723787,1.3403888778812076
1.4290200997177238,1.4829681503151777,1.169445366642654,0.5543428586586068,1.492955952410876,0.6520147816883128,1.345814221737644,1.4247721033750003
1.4506186577919375,1.4800829213123738,1.1011118921286547,1.155512018917364,1.4783398416006528,0.6812666743760587,1.3901921137711657,1.2917337106654263
1.4050084832601235,1.4789221959925078,1.3875769086117848,1.1545445059970534,1.4842302725274559,1.318274545179218,1.4015262179283372,1.2457291616356514
1.4239498372325,1.4726090242056218,1.3880889914738275,1.1560039895541312,1.480825484372775,1.1161750341839336,1.3249071198004785,1.3765008261733809
1.459639966708983,1.4474854112255442,1.353702241734009,0.916556401011899,1.4708174738188295,1.378307418577154,1.4923254291989054,1.3124215780253854
1.3922986284721417,1.4914173025926267,1.4464102297483976,1.228341778746706,1.492313343490296,0.798306217474472,1.3119958470210666,1.291409513524797
1.444319809530744,1.479400561664681,1.1698022159114694,1.0048780892744555,1.4537563223168501,1.4312981474876096,1.3110584331886237,0.9062059993429968
1.3672277826612707,1.4829639124807177,1.2921830146579671,1.2326538337111135,1.4661727810312717,1.4315226882450034,0.9350930523763467,1.2002280409536246
1.4956974924996271,1.4591416322366113,1.2833612738280997,1.1646762770656407,1.4772729018853226,1.3911476839252903,1.4488864746124934,1.1703666653658331
1.4229437460945316,1.4851425500044835,1.0105565173423077,1.0263272770135012,1.4905012146984737,1.105857287085113,1.3140678154032934,1.3448790415941225
1.4504531185314649,1.498855388100694,1.4807094515469519,1.2622719539900538,1.4765863945556568,1.0757456996782042,1.4495728770975593,1.2851513672042398
1.4385412526832968,1.4562679641534515,1.461897063080431,1.0580118413749626,1.4444793501811466,1.327204606201522,1.307593020561081,1.3313924158498915
1.4345827145045567,1.460328356438807,1.3953994012852269,1.0128405512678043,1.4751005030653639,1.4964748670949815,1.398351256534537,1.3205678966309804
1.4274165620855555,1.4997783915912246,1.3833740287325056,1.1681410130204215,1.4798559430411462,1.1987496087311624,1.4059332268349531,1.1828669894604849
1.4286114127550267,1.477384101263432,1.471280418019984,1.011782683487266,1.474186656788373,0.6645032842504284,1.1251847189995283,1.4161380650283493
1.4148163928277016,1.4987598267914413,1.4561489970257866,0.7968599601200117,1.4946313817024843,1.4063439244494456,1.3294144283940459,1.155902373984051
1.4836821402760128,1.4747782514204295,1.4716646420547421,1.3594448425078227,1.4771617820535274,1.4985492996241683,1.383494942319227,1.2027919307504962
1.4547130092834677,1.4830586653701414,1.2496128969073357,0.9053069994182569,1.489922394688513,0.8387931729481053,1.423257308674616,1.301250934554061
1.4631847985362079,1.4891723662427427,1.4567007973065973,0.9691101435836935,1.4495774375664356,1.2432479519587083,1.4319443069787774,1.2817647276205453
1.3564872129910879,1.479206354762602,0.5226888766185609,1.1822318310971789,1.4923031392742612,1.360837265811459,1.2825941319397858,1.4623601299614206
1.4319593212218193,1.4749410966213508,0.8115856752286932,1.1220735891053977,1.4895210226749298,1.144694265201532,1.2312583477712384,1.3592400467587906
1.447078949607104,1.4143545226134355,1.0467800059837602,1.1804557014938533,1.499423003657835,0.9541966248216268,1.1417701033509935,0.865748899100294
1.4406717795861494,1.4800460286764516,1.1672351501050797,1.2806354409322005,1.4441518456538704,1.2569624642647388,1.490851803510894,1.2181914937674359
1.4807936082822195,1.4542654806367716,1.0289633689929876,1.2115101709336755,1.4588162726732459,1.4340441512315478,1.270528419845259,1.1940846001055045
1.4317929270618903,1.479894497746299,1.4138088769751134,1.127183129574223,1.483731923934021,1.3596450885167863,1.3719966504182532,1.2136784146359543
1.4262211465168377,1.4858689045407478,1.3648711101024742,1.1243186019199505,1.47438595373556,1.2815893806621417,1.3255055444404946,1.3168962055185416
1.4255434001555192,1.4753600074927866,1.0638500244599558,1.3538256558629818,1.498062540987057,0.7938055802431428,1.4393527430512032,1.4531604471585295
1.4627968468610648,1.4782995030798594,1.0623904473501493,1.358777222146907,1.4916271860260475,1.3819176702709224,1.4640708395204027,1.2147705795468937
1.467398083113415,1.4635409807268203,1.3418897755875308,0.9204913913196354,1.4834064626270127,0.814055815908219,1.0007527691847442,1.3619431601726166
1.4125674963513533,1.4914349498426764,1.1605319812461135,1.1453261401153796,1.4939694817290148,0.9648458924081029,1.3122842122757157,1.342907188229564
1.4027277574000514,1.4884394840351163,1.0216465214209012,0.8633435315736114,1.4724462654541328,1.485227146490604,1.2507296665666896,1.4302408972778906
1.4339181067288467,1.4645638213556207,1.4412207725011053,1.0070365275741953,1.485651608975147,1.4204793700652103,1.246591447107753,1.4895564509786108
1.4443253707544463,1.4837904477114559,1.4266349248735992,1.0251696256884866,1.4909498344434895,1.3358574011722892,1.238011708718521,1.3250880940869454
1.487352343658889,1.498462809622274,1.384460058325136,1.1398144804529244,1.4577629095241806,1.0117302325247548,1.3045224649756348,1.4223454842799272
1.444771913563263,1.474033050759726,1.4876368207888706,1.291386549271774,1.4673264792460854,1.2631920321452268,1.4320778246593964,1.4123821136161836
1.4472425035669811,1.4485341389420756,1.106421773229889,1.2172424198534548,1.4578196915554429,1.3651643263551603,0.9911216334803424,1.3803130666610066
1.3818244638323658,1.494971752433434,0.9365540277081059,1.2686596069139005,1.4901684950894443,1.4947063545090087,1.2776939377647394,1.0587209553466117
1.4174057345964677,1.4681428553274545,1.2384557574859518,1.4633359176415175,1.4495958196993501,1.2779822566839092,1.3856236370716595,0.9079018455422283
1.4345155628101076,1.4724070355858783,0.6401553432158915,1.2096796378386783,1.4687427147725387,1.0665675310833604,1.2861345722901312,1.4919210449653542
1.4460705908645568,1.4861402432917434,1.275765756921626,1.3780046473015632,1.4681734216149769,0.8426803741285709,1.3039528590967095,1.037986771492649
1.4782181567656236,1.477276783621431,1.046329504254953,1.3277500219287288,1.4967458871191737,0.8290881328065196,1.3533579354899712,0.9494057414663155
1.4700287602634607,1.4630807495998202,1.3756041078180443,1.2115925510446255,1.4680945883652319,1.0507136370688785,1.349020108897942,1.3220688014280548
1.46227011266429,1.4871977960743101,1.4600795387748786,1.0679392315852159,1.468854043028819,1.0671698887848033,1.2722658578292043,1.1274091918640128
1.450877081662174,1.4835212939459774,1.411646907143288,1.2179485039001046,1.4926895954786854,1.2488743696727038,1.4379843924395108,1.0377178051040905
